market_id,tags,event_id,event_slug,event_title,event_creationDate,event_endDate,event_startDate,event_volume,market_slug,market_question,market_startDate,market_endDate,market_volume,market_outcomes,market_outcomePrices,market_active,market_closed,market_bestBid,market_bestAsk,created_at,outcome_1,outcome_2,market_volume_t0,market_bestBid_t0,market_bestAsk_t0,outcome_1_t0,outcome_2_t0,outcome_1_change,outcome_2_change,best_bid_change,best_ask_change
601961,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-monaco-finish-first-in-ucl-league-phase,Will Monaco finish first in UCL league phase?,2025-09-17T22:18:35.343814Z,2025-12-31T00:00:00Z,4908.7065,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,4908.7065,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601962,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-napoli-finish-first-in-ucl-league-phase,Will Napoli finish first in UCL league phase?,2025-09-17T22:18:37.276325Z,2025-12-31T00:00:00Z,9535.022451,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,9535.022451,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601963,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-newcastle-united-finish-first-in-ucl-league-phase,Will Newcastle United finish first in UCL league phase?,2025-09-17T22:18:36.983147Z,2025-12-31T00:00:00Z,158599.791867,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,158599.791867,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601964,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-paris-saint-germain-finish-first-in-ucl-league-phase,Will Paris Saint-Germain finish first in UCL league phase?,2025-09-17T22:18:38.861032Z,2025-12-31T00:00:00Z,36159.863675,"[""Yes"", ""No""]","[0.01, 0.99]",True,False,0.002,0.018,2026-01-10T20:47:57,0.01,0.99,36159.863675,0.002,0.018,0.01,0.99,0.0,0.0,0.0,0.0
601965,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-sporting-cp-finish-first-in-ucl-league-phase,Will Sporting CP finish first in UCL league phase?,2025-09-17T22:18:42.920695Z,2025-12-31T00:00:00Z,6491.88874,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,6491.88874,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601966,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-benfica-finish-first-in-ucl-league-phase,Will Benfica finish first in UCL league phase?,2025-09-17T22:18:44.942958Z,2025-12-31T00:00:00Z,7383.452664,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,7383.452664,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601967,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-marseille-finish-first-in-ucl-league-phase,Will Marseille finish first in UCL league phase?,2025-09-17T22:18:46.995052Z,2025-12-31T00:00:00Z,9995.362554,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,9995.362554,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601968,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-villarreal-finish-first-in-ucl-league-phase,Will Villarreal finish first in UCL league phase?,2025-09-17T22:18:47.248283Z,2025-12-31T00:00:00Z,3262.4295,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,3262.4295,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601969,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-psv-eindhoven-finish-first-in-ucl-league-phase,Will PSV Eindhoven finish first in UCL league phase?,2025-09-17T22:18:49.179661Z,2025-12-31T00:00:00Z,4190.043342,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,4190.043342,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601970,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-athletic-bilbao-finish-first-in-ucl-league-phase,Will Athletic Bilbao finish first in UCL league phase?,2025-09-17T22:18:48.927028Z,2025-12-31T00:00:00Z,4737.199666,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,4737.199666,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
601971,"champions-league,soccer,sports",45935,champions-league-league-phase-winner,Champions League: League Phase Winner,2025-09-17T22:26:38.361401Z,2025-12-31T00:00:00Z,2025-09-17T22:26:38.361417Z,1070290.926625,will-any-other-team-finish-first-in-ucl-league-phase,Will any other team finish first in UCL league phase?,2025-09-17T22:18:56.938573Z,2025-12-31T00:00:00Z,0.0,"[""Yes"", ""No""]","[nan, nan]",False,False,0.0,1.0,2026-01-10T20:47:57,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0
604067,"crypto,pre-market",46724,will-metamask-launch-a-token-in-2025,Will MetaMask launch a token by ___ ?,2025-09-19T12:04:46.25521Z,2026-01-01T05:00:00Z,2025-09-19T12:04:46.255214Z,7036274.641543,will-metamask-launch-a-token-in-2025,Will MetaMask launch a token in 2025?,2025-09-19T11:53:30.382Z,2026-01-01T05:00:00Z,6182924.695208,"[""Yes"", ""No""]","[0.0, 1.0]",True,True,,0.001,2026-01-10T20:47:57,0.0,1.0,6182924.695208,,0.001,0.0,1.0,0.0,0.0,0.0,0.0
657287,"crypto,pre-market",46724,will-metamask-launch-a-token-in-2025,Will MetaMask launch a token by ___ ?,2025-09-19T12:04:46.25521Z,2026-01-01T05:00:00Z,2025-09-19T12:04:46.255214Z,7036274.641543,will-metamask-launch-a-token-by-june-30,Will MetaMask launch a token by June 30?,2025-10-30T19:25:57.140097Z,2026-07-01T04:00:00Z,747001.827005,"[""Yes"", ""No""]","[0.215, 0.785]",True,False,0.21,0.22,2026-01-10T20:47:57,0.215,0.785,747001.827005,0.21,0.22,0.215,0.785,0.0,0.0,0.0,0.0
664895,"crypto,pre-market",46724,will-metamask-launch-a-token-in-2025,Will MetaMask launch a token by ___ ?,2025-09-19T12:04:46.25521Z,2026-01-01T05:00:00Z,2025-09-19T12:04:46.255214Z,7036274.641543,will-metamask-launch-a-token-by-september-30-2026,"Will MetaMask launch a token by September 30, 2026?",2025-11-04T15:20:27.106118Z,2026-10-01T04:00:00Z,106348.11933,"[""Yes"", ""No""]","[0.665, 0.335]",True,False,0.65,0.68,2026-01-10T20:47:57,0.665,0.335,106348.11933,0.65,0.69,0.67,0.33,-0.0050000000000000044,0.0050000000000000044,0.0,-0.009999999999999898
613800,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-hamnet-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Hamnet be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:07.281537Z,2026-01-22T00:00:00Z,120941.46677,"[""Yes"", ""No""]","[0.9895, 0.0105]",True,False,0.988,0.991,2026-01-10T20:47:57,0.9895,0.0105,120941.46677,0.988,0.991,0.9895,0.0105,0.0,0.0,0.0,0.0
613801,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-sinners-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Sinners be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:31.763181Z,2026-01-22T00:00:00Z,31409.1128,"[""Yes"", ""No""]","[0.988, 0.012]",True,False,0.986,0.99,2026-01-10T20:47:57,0.988,0.012,31409.1128,0.986,0.993,0.9895,0.0105,-0.0015000000000000568,0.0014999999999999996,0.0,-0.0030000000000000027
613802,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-one-battle-after-another-be-nominated-for-best-picture-at-the-98th-academy-awards,Will One Battle After Another be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:20:59.410424Z,2026-01-22T00:00:00Z,248072.017518,"[""Yes"", ""No""]","[0.9935, 0.0065]",True,False,0.993,0.994,2026-01-10T20:47:57,0.9935,0.0065,246514.007518,0.991,0.993,0.992,0.008,0.0015000000000000568,-0.0015000000000000005,0.0020000000000000018,0.0010000000000000009
613803,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-sentimental-value-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Sentimental Value be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:08.307889Z,2026-01-22T00:00:00Z,14324.375917,"[""Yes"", ""No""]","[0.95, 0.05]",True,False,0.943,0.957,2026-01-10T20:47:57,0.95,0.05,14324.375917,0.943,0.963,0.953,0.047,-0.0030000000000000027,0.0030000000000000027,0.0,-0.006000000000000005
613804,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-marty-supreme-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Marty Supreme be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:10.737799Z,2026-01-22T00:00:00Z,40206.423726,"[""Yes"", ""No""]","[0.9825, 0.0175]",True,False,0.979,0.986,2026-01-10T20:47:57,0.9825,0.0175,40206.423726,0.979,0.986,0.9825,0.0175,0.0,0.0,0.0,0.0
613805,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-wicked-for-good-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Wicked: For Good be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:20.792226Z,2026-01-22T00:00:00Z,73382.053988,"[""Yes"", ""No""]","[0.046, 0.954]",True,False,0.034,0.058,2026-01-10T20:47:57,0.046,0.954,73382.053988,0.035,0.057,0.046,0.954,0.0,0.0,-0.0010000000000000009,0.0010000000000000009
613806,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-a-house-of-dynamite-be-nominated-for-best-picture-at-the-98th-academy-awards,Will A House of Dynamite be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:28.981872Z,2026-01-22T00:00:00Z,17435.033038,"[""Yes"", ""No""]","[0.029, 0.971]",True,False,0.028,0.03,2026-01-10T20:47:57,0.029,0.971,17435.033038,0.028,0.03,0.029,0.971,0.0,0.0,0.0,0.0
613807,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-bugonia-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Bugonia be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:22.884573Z,2026-01-22T00:00:00Z,48716.620298,"[""Yes"", ""No""]","[0.865, 0.135]",True,False,0.85,0.88,2026-01-10T20:47:57,0.865,0.135,48716.620298,0.85,0.88,0.865,0.135,0.0,0.0,0.0,0.0
613808,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-it-was-just-an-accident-be-nominated-for-best-picture-at-the-98th-academy-awards,Will It Was Just an Accident be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:25.427953Z,2026-01-22T00:00:00Z,36780.790755,"[""Yes"", ""No""]","[0.786, 0.214]",True,False,0.75,0.822,2026-01-10T20:47:57,0.786,0.214,36780.790755,0.751,0.823,0.787,0.213,-0.0010000000000000009,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
613809,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-avatar-fire-and-ash-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Avatar: Fire and Ash be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:28.726717Z,2026-01-22T00:00:00Z,40087.440515,"[""Yes"", ""No""]","[0.04, 0.96]",True,False,0.03,0.05,2026-01-10T20:47:57,0.04,0.96,40087.440515,0.03,0.05,0.04,0.96,0.0,0.0,0.0,0.0
613810,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-jay-kelly-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Jay Kelly be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:07.535364Z,2026-01-22T00:00:00Z,57471.494885,"[""Yes"", ""No""]","[0.055, 0.945]",True,False,0.05,0.06,2026-01-10T20:47:57,0.055,0.945,57471.494885,0.05,0.06,0.055,0.945,0.0,0.0,0.0,0.0
613811,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-no-other-choice-be-nominated-for-best-picture-at-the-98th-academy-awards,Will No Other Choice be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:19.849267Z,2026-01-22T00:00:00Z,43719.390133,"[""Yes"", ""No""]","[0.08, 0.92]",True,False,0.07,0.09,2026-01-10T20:47:57,0.08,0.92,43719.390133,0.06,0.08,0.07,0.93,0.009999999999999995,-0.010000000000000009,0.010000000000000009,0.009999999999999995
613812,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-springsteen-deliver-me-from-nowhere-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Springsteen: Deliver Me From Nowhere be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:27.036892Z,2026-01-22T00:00:00Z,7494.80584,"[""Yes"", ""No""]","[0.0115, 0.9885]",True,False,0.01,0.013,2026-01-10T20:47:57,0.0115,0.9885,7494.80584,0.01,0.013,0.0115,0.9885,0.0,0.0,0.0,0.0
613813,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-frankenstein-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Frankenstein be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:21.050543Z,2026-01-22T00:00:00Z,46808.140442,"[""Yes"", ""No""]","[0.968, 0.032]",True,False,0.962,0.974,2026-01-10T20:47:57,0.968,0.032,46808.140442,0.963,0.974,0.9685,0.0315,-0.000500000000000056,0.0005000000000000004,-0.0010000000000000009,0.0
613814,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-the-smashing-machine-be-nominated-for-best-picture-at-the-98th-academy-awards,Will The Smashing Machine be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:32.819024Z,2026-01-22T00:00:00Z,24881.951069,"[""Yes"", ""No""]","[0.0185, 0.9815]",True,False,0.014,0.023,2026-01-10T20:47:57,0.0185,0.9815,24881.951069,0.014,0.023,0.0185,0.9815,0.0,0.0,0.0,0.0
613815,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-the-testament-of-ann-lee-be-nominated-for-best-picture-at-the-98th-academy-awards,Will The Testament of Ann Lee be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:17.666938Z,2026-01-22T00:00:00Z,25440.358782,"[""Yes"", ""No""]","[0.0435, 0.9565]",True,False,0.024,0.063,2026-01-10T20:47:57,0.0435,0.9565,25440.358782,0.023,0.062,0.0425,0.9575,0.000999999999999994,-0.0010000000000000009,0.0010000000000000009,0.0010000000000000009
613816,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-sorry-baby-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Sorry Baby be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:23.140629Z,2026-01-22T00:00:00Z,2936.311236,"[""Yes"", ""No""]","[0.046, 0.954]",True,False,0.041,0.051,2026-01-10T20:47:57,0.046,0.954,2936.311236,0.041,0.051,0.046,0.954,0.0,0.0,0.0,0.0
613817,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-rental-family-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Rental Family be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:20.105457Z,2026-01-22T00:00:00Z,32186.975041,"[""Yes"", ""No""]","[0.019, 0.981]",True,False,0.013,0.025,2026-01-10T20:47:57,0.019,0.981,32186.975041,0.013,0.025,0.019,0.981,0.0,0.0,0.0,0.0
613818,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-weapons-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Weapons be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:26.780915Z,2026-01-22T00:00:00Z,29238.505805,"[""Yes"", ""No""]","[0.165, 0.835]",True,False,0.14,0.19,2026-01-10T20:47:57,0.165,0.835,29238.505805,0.14,0.19,0.165,0.835,0.0,0.0,0.0,0.0
613819,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-wake-up-dead-man-a-knives-out-mystery-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Wake Up Dead Man: A Knives Out Mystery be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:25.68554Z,2026-01-22T00:00:00Z,4292.880478,"[""Yes"", ""No""]","[0.0165, 0.9835]",True,False,0.012,0.021,2026-01-10T20:47:57,0.0165,0.9835,4292.880478,0.012,0.022,0.017,0.983,-0.0005000000000000004,0.000500000000000056,0.0,-0.0009999999999999974
613820,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-anemone-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Anemone be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:17.920958Z,2026-01-22T00:00:00Z,39205.367334,"[""Yes"", ""No""]","[0.01, 0.99]",True,False,0.009,0.011,2026-01-10T20:47:57,0.01,0.99,39205.367334,0.009,0.011,0.01,0.99,0.0,0.0,0.0,0.0
613821,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-f1-be-nominated-for-best-picture-at-the-98th-academy-awards,Will F1 be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:34.823472Z,2026-01-22T00:00:00Z,34674.221558,"[""Yes"", ""No""]","[0.237, 0.763]",True,False,0.23,0.244,2026-01-10T20:47:57,0.237,0.763,34674.221558,0.23,0.24,0.235,0.765,0.0020000000000000018,-0.0020000000000000018,0.0,0.0040000000000000036
613826,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-the-life-of-chuck-be-nominated-for-best-picture-at-the-98th-academy-awards,Will The Life of Chuck be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:15.578253Z,2026-01-22T00:00:00Z,43899.02743,"[""Yes"", ""No""]","[0.0075, 0.9925]",True,False,0.006,0.009,2026-01-10T20:47:57,0.0075,0.9925,43899.02743,0.007,0.009,0.008,0.992,-0.0005000000000000004,0.000500000000000056,-0.001,0.0
613827,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-the-lost-bus-be-nominated-for-best-picture-at-the-98th-academy-awards,Will The Lost Bus be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:12.780803Z,2026-01-22T00:00:00Z,16646.916486,"[""Yes"", ""No""]","[0.019, 0.981]",True,False,0.012,0.026,2026-01-10T20:47:57,0.019,0.981,16646.916486,0.012,0.026,0.019,0.981,0.0,0.0,0.0,0.0
613832,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-thunderbolts-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Thunderbolts be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:08.562641Z,2026-01-22T00:00:00Z,20571.197593,"[""Yes"", ""No""]","[0.014, 0.986]",True,False,0.012,0.016,2026-01-10T20:47:57,0.014,0.986,20571.197593,0.012,0.016,0.014,0.986,0.0,0.0,0.0,0.0
613822,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-train-dreams-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Train Dreams be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:10.480517Z,2026-01-22T00:00:00Z,47020.080055,"[""Yes"", ""No""]","[0.81, 0.19]",True,False,0.79,0.83,2026-01-10T20:47:57,0.81,0.19,47020.080055,0.8,0.83,0.815,0.185,-0.004999999999999893,0.0050000000000000044,-0.010000000000000009,0.0
613828,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-nouvelle-vague-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Nouvelle Vague be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:25.152011Z,2026-01-22T00:00:00Z,6222.602737,"[""Yes"", ""No""]","[0.0275, 0.9725]",True,False,0.026,0.029,2026-01-10T20:47:57,0.0275,0.9725,6222.602737,0.026,0.029,0.0275,0.9725,0.0,0.0,0.0,0.0
613823,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-after-the-hunt-be-nominated-for-best-picture-at-the-98th-academy-awards,Will After the Hunt be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:04.199854Z,2026-01-22T00:00:00Z,1058.465665,"[""Yes"", ""No""]","[0.0045, 0.9955]",True,False,0.004,0.005,2026-01-10T20:47:57,0.0045,0.9955,1058.465665,0.004,0.005,0.0045,0.9955,0.0,0.0,0.0,0.0
613825,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-highest-2-lowest-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Highest 2 Lowest be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:33.073088Z,2026-01-22T00:00:00Z,22520.892794,"[""Yes"", ""No""]","[0.0055, 0.9945]",True,False,0.005,0.006,2026-01-10T20:47:57,0.0055,0.9945,22520.892794,0.005,0.006,0.0055,0.9945,0.0,0.0,0.0,0.0
613824,"awards,movies,oscars,pop-culture",50248,oscars-2026-best-picture-nominations,Oscars 2026: Best Picture Nominations ,2025-09-26T21:28:27.081814Z,2026-01-22T00:00:00Z,2025-09-26T21:28:27.081827Z,1204406.550695,will-die-my-love-be-nominated-for-best-picture-at-the-98th-academy-awards,Will Die My Love be nominated for Best Picture at the 98th Academy Awards?,2025-09-26T21:21:32.025419Z,2026-01-22T00:00:00Z,22400.289128,"[""Yes"", ""No""]","[0.0165, 0.9835]",True,False,0.012,0.021,2026-01-10T20:47:57,0.0165,0.9835,22400.289128,0.012,0.021,0.0165,0.9835,0.0,0.0,0.0,0.0
